customer_id,event_date,channel,campaign,device,event_type,revenue
9802,2025-09-07,Organic,Brand Awareness,Tablet,purchase,111.52
9384,2025-03-09,Email,Retargeting,Desktop,add_to_cart,0.0
4756,2026-02-10,Facebook,Retargeting,Mobile,add_to_cart,0.0
4826,2025-03-11,Email,Brand Awareness,Desktop,page_view,0.0
4429,2025-03-26,Facebook,New Customers,Desktop,product_view,0.0
3334,2025-07-09,Google Ads,Summer Sale,Mobile,add_to_cart,0.0
8541,2026-01-29,Organic,Summer Sale,Desktop,purchase,414.94
2950,2026-02-13,Direct,Brand Awareness,Tablet,add_to_cart,0.0
2102,2025-05-02,Direct,Retargeting,Desktop,page_view,0.0
8238,2025-06-08,Facebook,Summer Sale,Tablet,page_view,0.0
6432,2025-04-07,Google Ads,Retargeting,Desktop,product_view,0.0
6350,2026-03-10,Email,Brand Awareness,Desktop,add_to_cart,0.0
1904,2026-02-10,Organic,Retargeting,Mobile,purchase,116.81
7544,2026-03-24,Email,Summer Sale,Tablet,purchase,176.1
4459,2025-06-06,Facebook,Retargeting,Desktop,product_view,0.0
8494,2025-12-16,Google Ads,Summer Sale,Mobile,page_view,0.0
5650,2026-05-12,Direct,Retargeting,Tablet,product_view,0.0
8493,2025-04-08,Email,Summer Sale,Desktop,page_view,0.0
4302,2026-02-12,Email,New Customers,Tablet,page_view,0.0
5692,2025-02-28,Organic,Brand Awareness,Mobile,add_to_cart,0.0
5424,2025-11-10,Facebook,Black Friday,Tablet,product_view,0.0
6450,2026-01-20,Facebook,Summer Sale,Tablet,product_view,0.0
9567,2025-06-29,Direct,Summer Sale,Desktop,add_to_cart,0.0
4124,2025-07-17,Organic,New Customers,Desktop,purchase,146.81
3920,2025-03-02,Organic,Brand Awareness,Desktop,page_view,0.0
5026,2025-06-28,Facebook,New Customers,Desktop,page_view,0.0
3760,2026-05-04,Facebook,New Customers,Desktop,page_view,0.0
2414,2025-10-16,Email,Retargeting,Tablet,add_to_cart,0.0
7809,2025-09-26,Direct,Retargeting,Mobile,page_view,0.0
6741,2025-12-31,Direct,Black Friday,Desktop,product_view,0.0
5138,2025-05-21,Direct,Black Friday,Mobile,product_view,0.0
3933,2025-06-22,Email,Retargeting,Desktop,page_view,0.0
5918,2025-11-30,Direct,New Customers,Desktop,product_view,0.0
7424,2025-01-13,Direct,New Customers,Mobile,page_view,0.0
3652,2025-01-02,Google Ads,New Customers,Mobile,add_to_cart,0.0
5929,2025-01-20,Direct,Summer Sale,Mobile,page_view,0.0
4954,2025-03-07,Email,New Customers,Tablet,product_view,0.0
6693,2025-01-31,Email,New Customers,Desktop,purchase,282.52
2610,2025-09-15,Direct,Summer Sale,Tablet,purchase,252.37
9642,2026-02-20,Facebook,New Customers,Tablet,page_view,0.0
3148,2025-02-12,Google Ads,Summer Sale,Desktop,add_to_cart,0.0
3166,2025-03-31,Organic,Brand Awareness,Tablet,page_view,0.0
5925,2025-01-02,Facebook,New Customers,Mobile,product_view,0.0
4259,2026-04-21,Organic,Black Friday,Tablet,purchase,488.48
3432,2026-05-16,Direct,New Customers,Tablet,page_view,0.0
4100,2025-12-01,Organic,Black Friday,Desktop,page_view,0.0
2174,2025-06-09,Direct,Brand Awareness,Mobile,page_view,0.0
8119,2025-08-04,Direct,Retargeting,Tablet,product_view,0.0
1025,2025-09-20,Google Ads,New Customers,Tablet,page_view,0.0
9196,2025-09-15,Direct,Summer Sale,Desktop,add_to_cart,0.0
6884,2026-02-24,Organic,Black Friday,Mobile,purchase,347.15
1155,2026-03-21,Organic,Summer Sale,Mobile,page_view,0.0
3190,2025-04-06,Facebook,New Customers,Tablet,page_view,0.0
3100,2025-04-01,Organic,Summer Sale,Desktop,page_view,0.0
9328,2026-02-18,Direct,Black Friday,Tablet,page_view,0.0
6271,2025-08-15,Organic,Retargeting,Tablet,product_view,0.0
5862,2025-12-01,Direct,New Customers,Tablet,page_view,0.0
2553,2025-08-29,Google Ads,Black Friday,Tablet,page_view,0.0
2718,2025-05-17,Email,Brand Awareness,Desktop,page_view,0.0
9443,2025-08-11,Email,New Customers,Desktop,product_view,0.0
7156,2025-11-10,Facebook,Summer Sale,Desktop,purchase,317.98
4488,2025-05-24,Facebook,Black Friday,Desktop,page_view,0.0
7167,2025-04-03,Email,Retargeting,Desktop,add_to_cart,0.0
5437,2026-03-13,Google Ads,Summer Sale,Tablet,product_view,0.0
3249,2025-09-30,Organic,Black Friday,Mobile,purchase,236.14
9786,2026-04-11,Email,Black Friday,Desktop,page_view,0.0
9793,2025-10-10,Organic,Brand Awareness,Tablet,product_view,0.0
5897,2025-12-20,Organic,Summer Sale,Desktop,product_view,0.0
9166,2025-07-08,Direct,Retargeting,Mobile,page_view,0.0
3177,2025-04-23,Direct,Retargeting,Mobile,page_view,0.0
1774,2025-07-10,Facebook,New Customers,Mobile,purchase,61.91
4613,2025-05-30,Organic,Black Friday,Mobile,product_view,0.0
6676,2025-05-28,Facebook,Black Friday,Tablet,product_view,0.0
1510,2026-05-13,Email,Black Friday,Desktop,page_view,0.0
7916,2025-02-05,Organic,Black Friday,Mobile,page_view,0.0
9790,2026-01-28,Email,New Customers,Mobile,page_view,0.0
1649,2025-08-22,Facebook,Summer Sale,Desktop,product_view,0.0
3951,2025-06-24,Organic,New Customers,Desktop,page_view,0.0
5321,2026-01-24,Google Ads,Black Friday,Mobile,add_to_cart,0.0
6760,2026-04-15,Organic,New Customers,Mobile,page_view,0.0
8840,2026-01-08,Direct,Summer Sale,Desktop,add_to_cart,0.0
5491,2026-03-08,Direct,Summer Sale,Tablet,product_view,0.0
6778,2026-01-10,Google Ads,New Customers,Desktop,page_view,0.0
7971,2025-02-22,Organic,Black Friday,Mobile,add_to_cart,0.0
8067,2025-04-19,Direct,Retargeting,Tablet,product_view,0.0
3008,2025-07-26,Organic,Retargeting,Tablet,page_view,0.0
1445,2025-03-29,Organic,Brand Awareness,Desktop,product_view,0.0
5559,2025-11-20,Organic,Summer Sale,Mobile,page_view,0.0
5791,2025-01-24,Facebook,Retargeting,Desktop,page_view,0.0
5537,2026-05-14,Google Ads,Black Friday,Mobile,page_view,0.0
1536,2026-01-10,Google Ads,Black Friday,Desktop,page_view,0.0
2786,2025-10-26,Google Ads,Brand Awareness,Tablet,add_to_cart,0.0
3203,2026-02-12,Email,New Customers,Desktop,product_view,0.0
7456,2025-11-17,Facebook,Brand Awareness,Mobile,page_view,0.0
6126,2025-10-30,Organic,Summer Sale,Mobile,purchase,170.46
6475,2026-02-10,Direct,New Customers,Desktop,purchase,127.35
4744,2025-10-15,Google Ads,Black Friday,Mobile,page_view,0.0
7413,2025-04-29,Email,Retargeting,Desktop,page_view,0.0
5989,2025-11-01,Direct,Summer Sale,Desktop,page_view,0.0
8818,2025-10-11,Email,Brand Awareness,Desktop,page_view,0.0
9128,2026-02-01,Direct,Summer Sale,Mobile,product_view,0.0
5594,2025-06-04,Email,New Customers,Desktop,page_view,0.0
2415,2025-08-13,Organic,Retargeting,Mobile,product_view,0.0
8689,2025-07-18,Facebook,Summer Sale,Tablet,page_view,0.0
2896,2026-04-24,Direct,Brand Awareness,Desktop,purchase,100.75
9109,2025-05-28,Direct,New Customers,Desktop,page_view,0.0
8421,2025-01-07,Organic,New Customers,Mobile,add_to_cart,0.0
7425,2025-04-27,Direct,Retargeting,Mobile,add_to_cart,0.0
4650,2025-02-21,Email,New Customers,Desktop,purchase,333.32
6847,2026-03-16,Email,Black Friday,Mobile,add_to_cart,0.0
1065,2025-09-07,Facebook,Summer Sale,Tablet,add_to_cart,0.0
6257,2025-08-06,Google Ads,Retargeting,Tablet,add_to_cart,0.0
5288,2025-12-24,Email,Black Friday,Tablet,product_view,0.0
2774,2026-02-08,Direct,Brand Awareness,Desktop,page_view,0.0
3100,2025-07-18,Google Ads,Brand Awareness,Desktop,purchase,84.28
4774,2025-04-02,Google Ads,Summer Sale,Desktop,add_to_cart,0.0
3366,2025-09-06,Email,Black Friday,Tablet,product_view,0.0
2664,2025-04-03,Direct,Summer Sale,Desktop,page_view,0.0
7960,2025-07-09,Google Ads,Brand Awareness,Desktop,product_view,0.0
1701,2025-07-05,Organic,Black Friday,Tablet,add_to_cart,0.0
5828,2026-02-16,Google Ads,New Customers,Mobile,page_view,0.0
9234,2025-06-09,Facebook,Retargeting,Mobile,add_to_cart,0.0
5728,2025-10-07,Google Ads,Brand Awareness,Desktop,product_view,0.0
9776,2025-04-22,Email,Brand Awareness,Mobile,page_view,0.0
7404,2025-09-04,Google Ads,Black Friday,Mobile,product_view,0.0
3708,2025-04-02,Facebook,Black Friday,Mobile,purchase,468.16
3699,2025-09-26,Direct,Summer Sale,Desktop,page_view,0.0
2771,2025-09-28,Direct,Retargeting,Tablet,product_view,0.0
1062,2025-08-02,Facebook,Brand Awareness,Desktop,purchase,136.39
9318,2025-10-09,Google Ads,Black Friday,Mobile,product_view,0.0
6991,2025-06-21,Google Ads,Brand Awareness,Mobile,product_view,0.0
8357,2026-01-13,Google Ads,Black Friday,Tablet,purchase,403.04
2152,2025-04-28,Google Ads,New Customers,Tablet,page_view,0.0
8824,2025-04-20,Direct,Retargeting,Tablet,page_view,0.0
3058,2025-07-16,Organic,Brand Awareness,Desktop,page_view,0.0
9466,2026-02-22,Google Ads,Summer Sale,Tablet,page_view,0.0
1167,2025-04-26,Organic,Brand Awareness,Desktop,product_view,0.0
2901,2025-01-25,Direct,Black Friday,Desktop,page_view,0.0
8540,2025-04-11,Organic,Brand Awareness,Mobile,page_view,0.0
9884,2025-03-15,Facebook,Retargeting,Desktop,page_view,0.0
6973,2025-10-28,Google Ads,Summer Sale,Desktop,page_view,0.0
8551,2025-03-02,Facebook,Retargeting,Desktop,product_view,0.0
9188,2025-03-18,Google Ads,Retargeting,Tablet,purchase,311.36
3671,2025-01-09,Google Ads,Retargeting,Mobile,page_view,0.0
4675,2025-10-19,Organic,Retargeting,Tablet,product_view,0.0
8896,2025-12-26,Direct,Brand Awareness,Tablet,page_view,0.0
9356,2026-02-10,Google Ads,Brand Awareness,Desktop,product_view,0.0
2788,2025-09-26,Facebook,Black Friday,Tablet,page_view,0.0
4521,2026-02-04,Direct,New Customers,Tablet,add_to_cart,0.0
3351,2026-04-26,Google Ads,Summer Sale,Tablet,product_view,0.0
5629,2026-03-28,Direct,Brand Awareness,Mobile,page_view,0.0
9850,2026-02-07,Organic,Retargeting,Tablet,add_to_cart,0.0
7682,2025-12-21,Organic,Summer Sale,Mobile,page_view,0.0
3444,2026-03-13,Facebook,Black Friday,Tablet,page_view,0.0
3719,2025-03-06,Facebook,New Customers,Desktop,add_to_cart,0.0
2684,2026-04-03,Direct,Summer Sale,Desktop,purchase,464.02
3225,2025-12-21,Direct,Black Friday,Desktop,page_view,0.0
7014,2026-02-11,Organic,Black Friday,Tablet,add_to_cart,0.0
7228,2026-04-11,Google Ads,Summer Sale,Desktop,page_view,0.0
4560,2026-02-02,Direct,Summer Sale,Mobile,product_view,0.0
7448,2025-10-01,Organic,Black Friday,Tablet,product_view,0.0
5566,2025-10-15,Facebook,New Customers,Tablet,page_view,0.0
2825,2025-07-28,Facebook,New Customers,Mobile,page_view,0.0
3013,2026-05-02,Google Ads,Retargeting,Tablet,product_view,0.0
6564,2026-04-17,Organic,Black Friday,Mobile,product_view,0.0
9717,2026-01-17,Direct,Retargeting,Desktop,product_view,0.0
2681,2025-04-08,Facebook,Black Friday,Tablet,page_view,0.0
1149,2025-09-18,Email,Black Friday,Mobile,page_view,0.0
1665,2025-09-28,Organic,Black Friday,Tablet,product_view,0.0
4580,2026-04-08,Facebook,Black Friday,Tablet,page_view,0.0
4112,2026-04-14,Facebook,Brand Awareness,Mobile,purchase,76.72
1334,2025-02-08,Organic,Brand Awareness,Mobile,page_view,0.0
4917,2025-06-23,Facebook,Retargeting,Mobile,add_to_cart,0.0
4794,2026-05-01,Facebook,Brand Awareness,Desktop,add_to_cart,0.0
4506,2025-07-22,Google Ads,Retargeting,Tablet,page_view,0.0
4241,2025-05-05,Organic,Black Friday,Desktop,product_view,0.0
8273,2025-12-04,Email,Summer Sale,Mobile,page_view,0.0
6231,2026-01-17,Google Ads,Summer Sale,Mobile,product_view,0.0
2191,2025-01-19,Facebook,Retargeting,Desktop,page_view,0.0
4938,2025-07-10,Facebook,New Customers,Tablet,product_view,0.0
5475,2026-01-30,Email,Black Friday,Desktop,page_view,0.0
5737,2026-03-29,Email,New Customers,Tablet,product_view,0.0
7132,2025-06-28,Google Ads,Retargeting,Tablet,product_view,0.0
3610,2026-04-22,Facebook,Summer Sale,Mobile,product_view,0.0
3512,2025-10-25,Facebook,Summer Sale,Mobile,page_view,0.0
2660,2025-07-01,Organic,Retargeting,Tablet,product_view,0.0
8644,2025-09-20,Facebook,Black Friday,Tablet,add_to_cart,0.0
7959,2025-06-06,Direct,Summer Sale,Tablet,page_view,0.0
1639,2025-05-01,Direct,Retargeting,Desktop,add_to_cart,0.0
1692,2026-01-22,Google Ads,Black Friday,Desktop,product_view,0.0
2667,2025-09-11,Facebook,Brand Awareness,Tablet,product_view,0.0
7346,2025-05-19,Google Ads,Retargeting,Desktop,page_view,0.0
4294,2025-11-01,Organic,Summer Sale,Mobile,add_to_cart,0.0
5994,2025-02-05,Organic,Black Friday,Mobile,product_view,0.0
5867,2025-04-03,Facebook,Retargeting,Mobile,page_view,0.0
1101,2026-04-19,Facebook,Retargeting,Tablet,page_view,0.0
4528,2025-10-25,Facebook,Summer Sale,Desktop,purchase,440.04
2532,2025-12-30,Direct,Black Friday,Tablet,add_to_cart,0.0
8481,2025-02-16,Google Ads,Brand Awareness,Mobile,add_to_cart,0.0
9173,2025-01-29,Facebook,New Customers,Mobile,product_view,0.0
3698,2026-04-28,Facebook,Brand Awareness,Desktop,product_view,0.0
8292,2026-02-28,Organic,Brand Awareness,Tablet,page_view,0.0
2071,2025-05-18,Email,New Customers,Mobile,purchase,260.61
1664,2025-06-09,Organic,Summer Sale,Desktop,page_view,0.0
9571,2025-12-31,Direct,Brand Awareness,Mobile,product_view,0.0
6007,2025-01-10,Direct,New Customers,Tablet,product_view,0.0
1632,2025-09-27,Google Ads,Brand Awareness,Tablet,purchase,203.76
7819,2025-12-02,Organic,Summer Sale,Tablet,product_view,0.0
8493,2025-08-18,Facebook,New Customers,Mobile,page_view,0.0
5091,2026-03-25,Email,Brand Awareness,Mobile,product_view,0.0
7155,2025-10-09,Email,Brand Awareness,Mobile,product_view,0.0
2777,2025-10-03,Facebook,Summer Sale,Tablet,product_view,0.0
6975,2025-01-12,Google Ads,Retargeting,Desktop,purchase,160.48
7230,2026-03-13,Email,New Customers,Desktop,product_view,0.0
1818,2026-03-28,Direct,Black Friday,Mobile,product_view,0.0
1221,2025-05-27,Organic,Brand Awareness,Desktop,product_view,0.0
3280,2025-07-14,Organic,Retargeting,Tablet,add_to_cart,0.0
4125,2025-01-20,Facebook,Black Friday,Tablet,product_view,0.0
4740,2026-02-24,Email,Summer Sale,Tablet,add_to_cart,0.0
5923,2025-04-06,Facebook,Brand Awareness,Desktop,add_to_cart,0.0
1330,2025-07-10,Email,Black Friday,Tablet,purchase,68.8
6454,2025-10-25,Organic,Black Friday,Desktop,product_view,0.0
3887,2025-10-23,Facebook,Brand Awareness,Tablet,page_view,0.0
6580,2025-08-04,Google Ads,Brand Awareness,Desktop,purchase,135.07
2442,2025-09-21,Google Ads,Black Friday,Tablet,page_view,0.0
4274,2025-03-07,Direct,Summer Sale,Mobile,purchase,38.13
8225,2025-02-09,Facebook,Retargeting,Desktop,page_view,0.0
1241,2026-04-02,Direct,New Customers,Mobile,page_view,0.0
9390,2025-02-09,Email,Black Friday,Desktop,page_view,0.0
3254,2025-07-27,Google Ads,Summer Sale,Tablet,product_view,0.0
2711,2025-07-22,Google Ads,Retargeting,Tablet,add_to_cart,0.0
4371,2025-07-11,Google Ads,Brand Awareness,Desktop,add_to_cart,0.0
7669,2025-08-03,Google Ads,Summer Sale,Mobile,add_to_cart,0.0
1461,2025-07-20,Facebook,Brand Awareness,Mobile,page_view,0.0
9783,2025-09-11,Facebook,Black Friday,Desktop,product_view,0.0
6070,2025-11-06,Email,Brand Awareness,Desktop,purchase,176.92
8849,2026-04-01,Direct,Summer Sale,Mobile,page_view,0.0
6689,2025-03-01,Google Ads,Brand Awareness,Tablet,product_view,0.0
1252,2025-01-14,Email,Retargeting,Tablet,product_view,0.0
7632,2025-02-05,Organic,Brand Awareness,Mobile,page_view,0.0
5139,2025-02-01,Organic,Summer Sale,Tablet,product_view,0.0
6650,2025-06-27,Organic,Brand Awareness,Mobile,add_to_cart,0.0
4451,2025-03-31,Direct,Black Friday,Mobile,page_view,0.0
8026,2026-03-05,Email,Black Friday,Mobile,product_view,0.0
6575,2026-03-05,Google Ads,Summer Sale,Tablet,add_to_cart,0.0
6306,2025-11-23,Direct,Summer Sale,Desktop,page_view,0.0
4253,2025-12-09,Organic,New Customers,Desktop,page_view,0.0
6979,2025-05-05,Organic,Summer Sale,Mobile,add_to_cart,0.0
4468,2025-02-27,Email,Brand Awareness,Mobile,product_view,0.0
5889,2025-04-07,Google Ads,Retargeting,Desktop,page_view,0.0
9135,2026-01-15,Email,Brand Awareness,Desktop,page_view,0.0
4805,2025-01-03,Organic,Brand Awareness,Desktop,product_view,0.0
8584,2025-03-22,Direct,Summer Sale,Tablet,page_view,0.0
5029,2025-08-30,Organic,Summer Sale,Tablet,add_to_cart,0.0
1091,2025-10-19,Organic,Brand Awareness,Mobile,add_to_cart,0.0
9419,2026-03-05,Google Ads,Retargeting,Mobile,product_view,0.0
7289,2026-03-05,Email,Brand Awareness,Desktop,purchase,238.86
7029,2025-11-24,Facebook,Retargeting,Tablet,page_view,0.0
3035,2025-07-11,Facebook,Brand Awareness,Mobile,purchase,256.61
5263,2026-04-20,Facebook,New Customers,Desktop,add_to_cart,0.0
2963,2025-02-02,Direct,New Customers,Tablet,add_to_cart,0.0
6866,2025-07-22,Organic,Black Friday,Desktop,product_view,0.0
2152,2026-02-22,Direct,Summer Sale,Tablet,page_view,0.0
6476,2026-01-24,Organic,Brand Awareness,Mobile,product_view,0.0
7341,2025-10-21,Direct,Summer Sale,Desktop,add_to_cart,0.0
9073,2025-07-16,Facebook,Retargeting,Desktop,page_view,0.0
8334,2025-12-31,Google Ads,Brand Awareness,Tablet,page_view,0.0
7523,2025-09-14,Organic,Black Friday,Mobile,page_view,0.0
9939,2026-04-18,Organic,Brand Awareness,Desktop,page_view,0.0
1402,2025-07-07,Google Ads,Summer Sale,Desktop,add_to_cart,0.0
7197,2026-03-12,Facebook,Brand Awareness,Tablet,page_view,0.0
8942,2025-01-01,Organic,Retargeting,Desktop,product_view,0.0
3662,2025-08-02,Direct,Summer Sale,Desktop,page_view,0.0
3123,2026-05-12,Facebook,Brand Awareness,Desktop,product_view,0.0
6349,2026-03-23,Direct,Black Friday,Mobile,add_to_cart,0.0
8753,2026-03-29,Google Ads,Black Friday,Mobile,add_to_cart,0.0
3147,2025-05-17,Email,New Customers,Tablet,page_view,0.0
6084,2025-10-13,Direct,Summer Sale,Desktop,page_view,0.0
3129,2026-01-04,Facebook,Brand Awareness,Tablet,product_view,0.0
6655,2025-04-23,Organic,Summer Sale,Tablet,product_view,0.0
6117,2025-10-26,Direct,Retargeting,Desktop,product_view,0.0
9803,2025-03-16,Organic,Summer Sale,Desktop,product_view,0.0
3956,2026-05-13,Facebook,Brand Awareness,Mobile,add_to_cart,0.0
6472,2025-12-17,Direct,Summer Sale,Desktop,product_view,0.0
1656,2026-02-22,Email,New Customers,Mobile,product_view,0.0
9694,2025-06-20,Direct,Retargeting,Mobile,page_view,0.0
3643,2025-06-09,Google Ads,Retargeting,Desktop,page_view,0.0
8827,2026-01-27,Facebook,Retargeting,Desktop,page_view,0.0
3523,2025-02-04,Organic,Retargeting,Desktop,product_view,0.0
9189,2025-11-15,Google Ads,Retargeting,Mobile,product_view,0.0
2877,2025-04-10,Google Ads,Brand Awareness,Desktop,page_view,0.0
8954,2025-05-09,Email,Black Friday,Tablet,product_view,0.0
2529,2025-05-08,Organic,Summer Sale,Tablet,purchase,192.15
5824,2025-09-28,Organic,New Customers,Desktop,add_to_cart,0.0
1185,2025-09-02,Google Ads,New Customers,Tablet,product_view,0.0
8653,2025-11-28,Facebook,Summer Sale,Desktop,page_view,0.0
1195,2026-01-12,Email,Brand Awareness,Mobile,page_view,0.0
1106,2025-01-20,Facebook,Retargeting,Mobile,add_to_cart,0.0
8518,2025-08-04,Organic,Brand Awareness,Mobile,product_view,0.0
1063,2025-05-08,Direct,Summer Sale,Mobile,page_view,0.0
2175,2026-02-19,Organic,Summer Sale,Tablet,page_view,0.0
1445,2026-03-16,Direct,Black Friday,Desktop,product_view,0.0
6258,2025-12-10,Facebook,Black Friday,Tablet,page_view,0.0
6010,2025-06-30,Organic,Black Friday,Tablet,page_view,0.0
9359,2025-11-04,Facebook,Black Friday,Desktop,page_view,0.0
2882,2025-05-26,Google Ads,Black Friday,Tablet,product_view,0.0
3738,2026-01-02,Google Ads,Summer Sale,Desktop,page_view,0.0
2373,2025-08-10,Facebook,Black Friday,Mobile,product_view,0.0
4630,2026-01-13,Direct,New Customers,Tablet,page_view,0.0
2195,2026-05-05,Google Ads,Retargeting,Tablet,add_to_cart,0.0
9921,2025-01-11,Facebook,New Customers,Mobile,page_view,0.0
2224,2025-06-27,Google Ads,New Customers,Mobile,product_view,0.0
9275,2025-07-30,Email,Brand Awareness,Desktop,page_view,0.0
7289,2025-09-26,Direct,Black Friday,Tablet,add_to_cart,0.0
7856,2025-06-11,Email,Black Friday,Tablet,product_view,0.0
1659,2026-05-04,Google Ads,New Customers,Desktop,purchase,244.25
2353,2025-01-13,Email,Brand Awareness,Mobile,page_view,0.0
7192,2025-03-07,Organic,Black Friday,Desktop,page_view,0.0
5547,2025-09-03,Email,New Customers,Desktop,page_view,0.0
3822,2025-12-06,Facebook,Black Friday,Mobile,add_to_cart,0.0
1708,2026-05-11,Direct,Retargeting,Desktop,add_to_cart,0.0
9592,2025-07-14,Organic,Brand Awareness,Desktop,purchase,419.66
5050,2025-12-12,Organic,Retargeting,Desktop,add_to_cart,0.0
8424,2025-10-06,Google Ads,Brand Awareness,Tablet,page_view,0.0
3455,2025-04-26,Google Ads,New Customers,Desktop,page_view,0.0
5900,2025-07-27,Email,New Customers,Tablet,page_view,0.0
7749,2025-04-22,Facebook,Retargeting,Tablet,product_view,0.0
2836,2025-11-01,Direct,Retargeting,Desktop,page_view,0.0
7032,2025-03-23,Google Ads,Black Friday,Mobile,add_to_cart,0.0
9574,2026-05-08,Google Ads,Brand Awareness,Tablet,page_view,0.0
9731,2025-12-25,Direct,Summer Sale,Mobile,page_view,0.0
1455,2025-12-12,Google Ads,New Customers,Desktop,page_view,0.0
8532,2025-02-13,Organic,Black Friday,Tablet,page_view,0.0
7862,2025-01-29,Google Ads,Brand Awareness,Mobile,product_view,0.0
2190,2026-02-13,Direct,New Customers,Mobile,product_view,0.0
8342,2025-06-09,Facebook,Brand Awareness,Mobile,page_view,0.0
4943,2025-10-05,Email,Brand Awareness,Tablet,add_to_cart,0.0
8967,2025-12-30,Email,Retargeting,Desktop,product_view,0.0
6109,2025-09-27,Google Ads,Retargeting,Mobile,product_view,0.0
5569,2026-02-11,Google Ads,New Customers,Tablet,product_view,0.0
5970,2025-08-06,Facebook,Summer Sale,Desktop,add_to_cart,0.0
6889,2025-04-07,Direct,Black Friday,Tablet,add_to_cart,0.0
3040,2026-02-22,Email,New Customers,Tablet,page_view,0.0
6035,2026-04-18,Organic,New Customers,Mobile,product_view,0.0
7300,2025-11-27,Direct,Summer Sale,Tablet,purchase,23.9
2378,2026-03-17,Facebook,Brand Awareness,Mobile,purchase,146.06
1820,2025-05-17,Facebook,Black Friday,Desktop,page_view,0.0
5757,2026-04-22,Google Ads,Black Friday,Tablet,product_view,0.0
4597,2025-05-29,Email,Retargeting,Mobile,add_to_cart,0.0
1869,2025-06-15,Organic,Brand Awareness,Desktop,add_to_cart,0.0
8172,2025-10-25,Organic,Black Friday,Desktop,page_view,0.0
1672,2025-06-12,Google Ads,Summer Sale,Mobile,add_to_cart,0.0
8929,2025-12-15,Email,Summer Sale,Desktop,page_view,0.0
5302,2025-11-27,Email,Brand Awareness,Desktop,page_view,0.0
1434,2025-09-05,Organic,Summer Sale,Mobile,product_view,0.0
7078,2025-01-10,Google Ads,Summer Sale,Desktop,purchase,457.81
3573,2025-09-19,Direct,Black Friday,Desktop,page_view,0.0
6036,2025-10-28,Organic,Black Friday,Desktop,product_view,0.0
6530,2026-02-27,Organic,New Customers,Tablet,add_to_cart,0.0
8852,2026-02-20,Google Ads,New Customers,Mobile,page_view,0.0
4472,2025-08-01,Google Ads,Brand Awareness,Desktop,page_view,0.0
2232,2025-01-20,Direct,Retargeting,Mobile,add_to_cart,0.0
8593,2025-06-01,Google Ads,Black Friday,Tablet,product_view,0.0
7250,2025-03-24,Direct,Summer Sale,Desktop,page_view,0.0
7510,2026-05-03,Direct,New Customers,Desktop,add_to_cart,0.0
9949,2025-03-02,Email,Brand Awareness,Mobile,page_view,0.0
7751,2025-09-29,Google Ads,New Customers,Desktop,add_to_cart,0.0
7800,2025-03-25,Organic,Retargeting,Mobile,purchase,299.09
3411,2025-10-10,Direct,New Customers,Tablet,purchase,427.41
9534,2025-01-22,Direct,Brand Awareness,Mobile,product_view,0.0
1295,2026-01-16,Organic,Brand Awareness,Desktop,page_view,0.0
7908,2025-10-13,Google Ads,Retargeting,Tablet,page_view,0.0
3765,2025-09-17,Facebook,Retargeting,Desktop,add_to_cart,0.0
7750,2026-03-29,Direct,Black Friday,Tablet,add_to_cart,0.0
2431,2025-08-29,Google Ads,Retargeting,Tablet,page_view,0.0
8973,2026-04-07,Direct,New Customers,Tablet,add_to_cart,0.0
3886,2026-01-18,Google Ads,New Customers,Desktop,page_view,0.0
1947,2025-10-28,Organic,New Customers,Tablet,page_view,0.0
8940,2026-04-26,Organic,Black Friday,Desktop,page_view,0.0
2849,2026-04-13,Email,Retargeting,Tablet,page_view,0.0
4574,2025-09-08,Email,Black Friday,Desktop,page_view,0.0
3057,2025-06-10,Organic,New Customers,Mobile,add_to_cart,0.0
9052,2025-02-14,Email,Brand Awareness,Mobile,page_view,0.0
7330,2026-05-06,Google Ads,Retargeting,Desktop,product_view,0.0
1445,2026-04-06,Email,New Customers,Mobile,add_to_cart,0.0
1789,2025-04-23,Email,Retargeting,Tablet,page_view,0.0
3741,2026-03-13,Direct,Brand Awareness,Mobile,page_view,0.0
3361,2026-01-15,Organic,Retargeting,Desktop,purchase,289.09
1683,2025-10-24,Google Ads,Black Friday,Desktop,product_view,0.0
5023,2025-04-19,Facebook,New Customers,Mobile,add_to_cart,0.0
6985,2025-02-08,Facebook,Summer Sale,Mobile,page_view,0.0
6885,2025-06-23,Google Ads,Retargeting,Tablet,product_view,0.0
5420,2025-09-24,Email,Summer Sale,Tablet,add_to_cart,0.0
5162,2025-06-28,Direct,Brand Awareness,Tablet,page_view,0.0
4202,2025-11-25,Email,Brand Awareness,Tablet,page_view,0.0
2833,2025-06-29,Direct,Brand Awareness,Desktop,page_view,0.0
6234,2025-02-17,Direct,Summer Sale,Mobile,page_view,0.0
1083,2025-07-31,Organic,New Customers,Tablet,page_view,0.0
7042,2025-10-27,Google Ads,Brand Awareness,Tablet,page_view,0.0
1499,2025-12-08,Google Ads,New Customers,Desktop,page_view,0.0
6662,2025-04-02,Google Ads,Summer Sale,Desktop,page_view,0.0
9451,2025-01-28,Facebook,Summer Sale,Desktop,add_to_cart,0.0
2862,2025-06-04,Google Ads,Black Friday,Desktop,product_view,0.0
7200,2026-03-27,Email,New Customers,Mobile,page_view,0.0
9003,2025-07-13,Organic,New Customers,Mobile,product_view,0.0
